,ImageId,CategoryName,CategoryId,Fold
27,025__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
28,035__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
29,023__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
30,005__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
31,010__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
32,018__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
33,029__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
34,019__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
35,029__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
36,022__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
37,015__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
38,018__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
39,012__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
40,034__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
41,024__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
42,024__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
43,026__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
44,001__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
45,004__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
46,033__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
47,023__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
48,012__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
49,010__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
50,027__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
51,006__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
52,021__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
53,011__10 Cents_singapore.jpg,"10 Cents,Singapore Dollar,singapore",159,0
54,003__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
55,011__10 Cents_singapore_centercropped.jpg,"10 Cents,Singapore Dollar,singapore",159,0
56,005__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
57,023__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
58,022__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
59,031__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
60,023__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
61,031__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
62,002__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
63,010__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
64,001__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
65,006__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
66,021__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
67,034__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
68,013__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
69,024__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
70,019__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
71,016__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
72,027__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
73,029__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
74,030__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
75,008__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
76,032__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
77,017__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
78,006__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
79,009__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
80,002__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
81,017__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
82,022__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
83,004__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
84,033__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
85,027__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
86,005__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
87,020__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
88,018__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
89,018__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
90,007__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
91,030__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
92,029__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
93,004__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
94,015__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
95,033__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
96,019__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
97,013__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
98,036__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
99,009__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
100,007__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
101,024__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
102,010__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
103,001__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
104,016__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
105,015__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
106,008__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
107,036__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
108,032__50 Ore_denmark_centercropped.jpg,"50 Ore,Danish Krone,denmark",48,0
109,034__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
110,020__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
111,021__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark",48,0
112,030__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
113,001__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
114,034__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
115,017__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
116,028__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
117,031__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
118,036__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
119,001__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
120,015__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
121,017__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
122,009__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
123,032__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
124,020__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
125,002__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
126,013__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
127,013__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
128,022__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
129,030__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
130,026__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
131,012__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
132,027__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
133,021__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
134,027__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
135,035__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
136,024__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
137,031__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
138,027__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
139,021__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
140,019__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
141,036__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
142,017__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
143,009__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
144,004__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
145,003__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
146,005__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
147,034__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
148,022__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
149,032__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
150,009__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
151,002__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
152,021__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
153,011__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
154,005__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
155,028__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
156,020__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
157,013__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
158,034__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
159,032__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
160,002__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
161,035__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
162,025__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
163,023__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
164,024__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
165,003__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
166,023__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
167,028__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
168,011__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
169,024__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
170,015__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
171,019__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
172,004__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
173,020__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
174,026__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
175,022__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
176,019__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
177,012__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
178,026__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
179,015__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
180,012__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
181,025__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
182,025__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
183,035__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
184,007__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
185,031__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
186,023__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
187,011__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
188,005__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
189,001__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
190,007__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
191,030__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
192,036__10 Pesos_mexico_centercropped_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
193,007__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
194,004__10 Pesos_mexico.jpg,"10 Pesos,Mexican peso,mexico",117,0
195,003__10 Pesos_mexico_centercropped.jpg,"10 Pesos,Mexican peso,mexico",117,0
196,016__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
197,032__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
198,005__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
199,002__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
200,035__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
201,004__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
202,019__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
203,019__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
204,018__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
205,013__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
206,014__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
207,027__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
208,030__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
209,011__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
210,012__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
211,028__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
212,021__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
213,035__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
214,029__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
215,026__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
216,007__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
217,001__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
218,013__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
219,029__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
220,028__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
221,011__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
222,002__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
223,010__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
224,008__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
225,012__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
226,025__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
227,010__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
228,022__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
229,007__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
230,016__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
231,006__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
232,026__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
233,022__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
234,004__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
235,023__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
236,001__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
237,030__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
238,005__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
239,027__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
240,025__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
241,031__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
242,032__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
243,008__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
244,023__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
245,021__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
246,014__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
247,018__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
248,009__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
249,009__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
250,031__2 euro Cent_spain_centercropped.jpg,"2 euro Cent,Euro,spain",55,0
251,006__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain",55,0
252,010__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
253,001__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
254,030__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
255,013__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
256,013__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
257,015__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
258,015__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
259,018__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
260,022__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
261,006__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
262,017__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
263,012__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
264,011__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
265,028__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
266,007__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
267,018__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
268,009__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
269,019__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
270,032__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
271,016__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
272,032__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
273,021__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
274,009__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
275,012__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
276,008__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
277,011__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
278,021__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
279,007__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
280,025__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
281,036__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
282,028__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
283,034__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
284,002__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
285,022__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
286,002__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
287,017__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
288,020__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
289,035__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
290,005__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
291,004__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
292,023__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
293,030__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
294,006__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
295,023__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
296,019__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
297,035__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
298,034__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
299,025__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
300,001__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
301,010__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
302,036__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
303,008__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
304,020__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
305,016__1 Dollar_hong_kong_centercropped.jpg,"1 Dollar,Hong Kong dollar,hong_kong",64,0
